file_1_file_1_g3794	ko:K06767
file_1_file_1_g2804	ko:K03871
file_1_file_1_g2805	-
file_1_file_1_g2806	-
file_1_file_1_g2808	ko:K13960
file_1_file_1_g2809	ko:K20818
file_1_file_1_g2811	-
file_1_file_1_g2812	ko:K10053
file_1_file_1_g2813	-
file_1_file_1_g2814	ko:K14790
file_1_file_1_g2815	-
file_1_file_1_g2816	ko:K06107
file_1_file_1_g2817	-
file_1_file_1_g2818	ko:K06107
file_1_file_1_g2819	ko:K06107
file_1_file_1_g2820	ko:K12184
file_1_file_1_g2821	-
file_1_file_1_g2822	-
file_1_file_1_g2823	ko:K11673
file_1_file_1_g2824	ko:K08489
file_1_file_1_g2825	ko:K06688,ko:K08707
file_1_file_1_g2826	-
file_1_file_1_g2827	ko:K00739,ko:K03766,ko:K07819,ko:K07970
file_1_file_1_g2828	-
file_1_file_1_g2830	-
file_1_file_1_g2831	ko:K01047
file_1_file_1_g2832	ko:K07847
file_1_file_1_g2833	ko:K01052
file_1_file_1_g2835	ko:K03514
file_1_file_1_g2836	ko:K03514
file_1_file_1_g2837	ko:K10747,ko:K16679
file_1_file_1_g12	-
file_1_file_1_g13	-
file_1_file_1_g16	ko:K20007
file_1_file_1_g18	ko:K05323,ko:K20007
file_1_file_1_g20	-
file_1_file_1_g21	-
file_1_file_1_g22	-
file_1_file_1_g24	ko:K14318
file_1_file_1_g25	-
file_1_file_1_g26	ko:K08471
file_1_file_1_g27	ko:K13703
file_1_file_1_g28	ko:K13703
file_1_file_1_g29	ko:K14615
file_1_file_2_13233_g	ko:K14615
file_1_file_1_g30	ko:K01511
file_1_file_1_g31	-
file_1_file_1_g32	-
file_1_file_1_g33	ko:K01834
file_1_file_1_g36	-
file_1_file_1_g37	ko:K17790
file_1_file_1_g38	-
file_1_file_1_g39	-
file_1_file_1_g40	ko:K14999
file_1_file_1_g41	ko:K11313
file_1_file_1_g42	ko:K11313
file_1_file_1_g43	-
file_1_file_1_g44	ko:K01137
file_1_file_1_g45	ko:K15340
file_1_file_1_g47	ko:K21248
file_1_file_2_13250_g	ko:K21248
file_1_file_1_g48	ko:K21248
file_1_file_1_g49	ko:K02956
file_1_file_1_g50	-
file_1_file_1_g51	-
file_1_file_1_g52	ko:K19916,ko:K19917,ko:K19918,ko:K19938,ko:K19939
file_1_file_1_g53	ko:K19916,ko:K19917,ko:K19918,ko:K19938,ko:K19939
file_1_file_1_g54	ko:K20173
file_1_file_1_g55	ko:K20173
file_1_file_1_g56	-
file_1_file_1_g57	-
file_1_file_1_g58	-
file_1_file_1_g59	-
file_1_file_1_g60	-
file_1_file_1_g61	ko:K13109
file_1_file_1_g62	ko:K07253
file_1_file_1_g63	ko:K07253
file_1_file_1_g64	ko:K04506
file_1_file_1_g65	-
file_1_file_1_g66	-
file_1_file_1_g67	-
file_1_file_1_g68	ko:K03434
file_1_file_1_g69	ko:K12185
file_1_file_1_g70	ko:K19374
file_1_file_1_g71	ko:K12755,ko:K12757
file_1_file_1_g72	-
file_1_file_1_g73	-
file_1_file_1_g75	-
file_1_file_1_g76	-
file_1_file_1_g77	-
file_1_file_1_g78	-
file_1_file_1_g79	ko:K10251
file_1_file_1_g81	ko:K14999
file_1_file_1_g82	ko:K14999
file_1_file_1_g83	ko:K14999
file_1_file_1_g84	ko:K14999
file_1_file_1_g85	ko:K14999
file_1_file_1_g86	ko:K14999
file_1_file_1_g88	ko:K14999
file_1_file_1_g89	ko:K01832,ko:K14999,ko:K20771
file_1_file_1_g90	ko:K14999
file_1_file_1_g92	ko:K14999
file_1_file_1_g93	-
file_1_file_1_g94	ko:K00318,ko:K11394
file_1_file_1_g95	-
file_1_file_1_g97	ko:K04794,ko:K18177
file_1_file_1_g98	-
file_1_file_1_g99	ko:K08471
file_1_file_1_g100	ko:K06269
file_1_file_1_g101	-
file_1_file_1_g102	ko:K16756
file_1_file_1_g104	ko:K18467
file_1_file_1_g105	ko:K18740
file_1_file_1_g107	ko:K02365
file_1_file_1_g108	-
file_1_file_1_g109	-
file_1_file_1_g110	-
file_1_file_1_g111	-
file_1_file_1_g112	ko:K00108,ko:K00115
file_1_file_1_g113	ko:K18419
file_1_file_1_g115	ko:K18419
file_1_file_1_g116	ko:K10632
file_1_file_1_g117	ko:K11837
file_1_file_1_g118	ko:K11837
file_1_file_1_g119	ko:K06630
file_1_file_1_g120	-
file_1_file_1_g121	ko:K09313
file_1_file_1_g122	ko:K09313
file_1_file_1_g125	ko:K01081,ko:K19970
file_1_file_1_g126	ko:K14780
file_1_file_1_g128	-
file_1_file_1_g129	ko:K08750,ko:K08752
file_1_file_1_g130	ko:K08750,ko:K08752
file_1_file_1_g131	ko:K08750,ko:K08752
file_1_file_1_g132	ko:K08752,ko:K08753,ko:K08754,ko:K08756,ko:K17289
file_1_file_1_g133	ko:K03538
file_1_file_1_g134	ko:K15100
file_1_file_1_g135	ko:K11648
file_1_file_1_g136	-
file_1_file_1_g137	ko:K12607
file_1_file_1_g138	ko:K01201
file_1_file_1_g139	ko:K02087
file_1_file_1_g140	-
file_1_file_1_g141	ko:K09519
file_1_file_1_g142	-
file_1_file_1_g143	-
file_1_file_1_g144	ko:K15152
file_1_file_1_g145	ko:K00115,ko:K21270
file_1_file_1_g147	ko:K21270
file_1_file_1_g148	ko:K21270
file_1_file_1_g150	ko:K00108,ko:K00115,ko:K21270
file_1_file_1_g151	ko:K21270
file_1_file_1_g152	ko:K21270
file_1_file_1_g153	ko:K21270
file_1_file_1_g154	ko:K07192
file_1_file_1_g155	ko:K07192
file_1_file_1_g156	ko:K01424,ko:K13278
file_1_file_1_g158	ko:K01435,ko:K08069
file_1_file_1_g159	ko:K01435,ko:K08069
file_1_file_1_g161	ko:K00289
file_1_file_1_g162	ko:K03951
file_1_file_1_g163	ko:K11348,ko:K11349,ko:K11350
file_1_file_1_g164	-
file_1_file_1_g165	ko:K16056
file_1_file_1_g167	ko:K10801
file_1_file_2_13365_g	ko:K10276,ko:K10285
file_1_file_1_g168	ko:K10276,ko:K10285
file_1_file_1_g169	-
file_1_file_1_g170	-
file_1_file_1_g171	-
file_1_file_1_g172	-
file_1_file_1_g173	ko:K09372,ko:K18493
file_1_file_1_g174	ko:K16811
file_1_file_1_g175	-
file_1_file_1_g176	-
file_1_file_1_g177	-
file_1_file_1_g178	-
file_1_file_1_g179	-
file_1_file_1_g180	-
file_1_file_1_g181	-
file_1_file_1_g182	ko:K19986
file_1_file_1_g183	ko:K20182
file_1_file_1_g184	ko:K21847,ko:K21851
file_1_file_1_g185	ko:K21847,ko:K21851
file_1_file_1_g186	ko:K21847,ko:K21851
file_1_file_1_g187	ko:K01446
file_1_file_1_g188	ko:K01446
file_1_file_1_g189	ko:K01446
file_1_file_1_g190	-
file_1_file_1_g191	ko:K06678
file_1_file_1_g192	ko:K00115,ko:K21270
file_1_file_1_g193	-
file_1_file_1_g194	ko:K11585,ko:K11586,ko:K11587
file_1_file_1_g195	ko:K04429
file_1_file_2_13395_g	ko:K19269
file_1_file_1_g196	ko:K19269
file_1_file_1_g197	ko:K20129
file_1_file_1_g198	-
file_1_file_1_g199	-
file_1_file_1_g201	ko:K10575,ko:K20129
file_1_file_1_g202	ko:K00416
file_1_file_1_g203	ko:K11422
file_1_file_1_g204	ko:K16308
file_1_file_1_g205	ko:K16308
file_1_file_1_g206	-
file_1_file_1_g207	ko:K20347
file_1_file_1_g208	ko:K10742,ko:K15376
file_1_file_1_g209	ko:K19306
file_1_file_1_g210	-
file_1_file_1_g211	ko:K13177
file_1_file_2_13410_g	ko:K11428
file_1_file_1_g212	ko:K11428
file_1_file_1_g213	ko:K11405
file_1_file_1_g214	ko:K04552
file_1_file_1_g215	-
file_1_file_1_g216	ko:K03252
file_1_file_1_g217	-
file_1_file_1_g218	ko:K08509
file_1_file_1_g220	ko:K00908,ko:K05215,ko:K07359
file_1_file_1_g222	-
file_1_file_1_g223	-
file_1_file_1_g224	-
file_1_file_1_g225	-
file_1_file_1_g226	-
file_1_file_1_g229	ko:K14565
file_1_file_1_g230	-
file_1_file_1_g231	-
file_1_file_1_g232	ko:K00799,ko:K04097
file_1_file_1_g233	-
file_1_file_1_g234	ko:K17609
file_1_file_1_g235	ko:K12812,ko:K13182
file_1_file_1_g236	ko:K09645
file_1_file_1_g237	ko:K09645
file_1_file_1_g238	ko:K19496,ko:K20826
file_1_file_1_g239	ko:K14860
file_1_file_1_g240	-
file_1_file_1_g241	ko:K14809,ko:K16833
file_1_file_1_g242	ko:K13882,ko:K13886
file_1_file_1_g243	-
file_1_file_1_g244	ko:K09640
file_1_file_2_13445_g	ko:K09640
file_1_file_1_g245	ko:K05743,ko:K05744
file_1_file_1_g246	-
file_1_file_1_g247	-
file_1_file_1_g248	-
file_1_file_1_g250	-
file_1_file_1_g251	-
file_1_file_1_g252	ko:K20360
file_1_file_1_g253	-
file_1_file_1_g254	ko:K02934
file_1_file_1_g255	ko:K16896
file_1_file_1_g256	ko:K00869
file_1_file_1_g257	ko:K03848
file_1_file_1_g258	-
file_1_file_1_g259	ko:K09640
file_1_file_1_g260	ko:K09640
file_1_file_1_g262	ko:K17981
file_1_file_1_g263	-
file_1_file_1_g264	ko:K05648
file_1_file_1_g266	ko:K09640
file_1_file_1_g267	-
file_1_file_1_g268	ko:K10875
file_1_file_1_g270	-
file_1_file_1_g271	ko:K09562
file_1_file_1_g273	-
file_1_file_1_g274	-
file_1_file_1_g279	-
file_1_file_1_g280	ko:K04650
file_1_file_1_g283	ko:K00026
file_1_file_1_g284	ko:K12479
file_1_file_1_g286	-
file_1_file_1_g287	-
file_1_file_1_g289	-
file_1_file_1_g290	ko:K05291
file_1_file_1_g291	ko:K14445
file_1_file_1_g292	-
file_1_file_1_g293	ko:K19625
file_1_file_1_g294	-
file_1_file_1_g295	-
file_1_file_1_g296	ko:K20634,ko:K20636,ko:K20637
file_1_file_1_g297	ko:K20634,ko:K20636,ko:K20637
file_1_file_1_g299	-
file_1_file_1_g300	-
file_1_file_1_g301	ko:K19332
file_1_file_1_g302	ko:K02857
file_1_file_1_g303	ko:K02857
file_1_file_1_g304	ko:K07752
file_1_file_1_g305	ko:K07752
file_1_file_1_g306	-
file_1_file_1_g307	ko:K16684
file_1_file_2_13507_g	ko:K16684
file_1_file_1_g308	ko:K14794
file_1_file_1_g309	ko:K14794
file_1_file_1_g310	ko:K11318
file_1_file_1_g311	ko:K09648
file_1_file_1_g312	-
file_1_file_1_g313	ko:K03019
file_1_file_1_g314	ko:K04710
file_1_file_1_g316	ko:K04710
file_1_file_1_g317	ko:K04710
file_1_file_1_g318	-
file_1_file_1_g319	ko:K00665
file_1_file_1_g320	ko:K00665
file_1_file_1_g321	-
file_1_file_1_g322	-
file_1_file_2_13527_g	-
file_1_file_1_g323	-
file_1_file_1_g324	ko:K10147
file_1_file_1_g325	ko:K02881
file_1_file_1_g326	ko:K00469
file_1_file_1_g327	ko:K00469
file_1_file_1_g328	-
file_1_file_1_g329	-
file_1_file_1_g330	-
file_1_file_2_13535_g	-
file_1_file_1_g331	-
file_1_file_1_g333	-
file_1_file_1_g334	ko:K01372
file_1_file_1_g335	-
file_1_file_1_g337	ko:K03254
file_1_file_1_g338	ko:K03254
file_1_file_1_g340	ko:K03254
file_1_file_1_g341	ko:K17973
file_1_file_1_g342	ko:K16756,ko:K19944
file_1_file_1_g343	ko:K00888
file_1_file_1_g344	-
file_1_file_1_g345	ko:K13113,ko:K15078
file_1_file_1_g346	-
file_1_file_1_g347	ko:K00011
file_1_file_1_g348	ko:K00011
file_1_file_1_g349	-
file_1_file_1_g350	-
file_1_file_2_13556_g	-
file_1_file_1_g351	-
file_1_file_1_g352	-
file_1_file_1_g353	ko:K07850,ko:K07851
file_1_file_1_g354	ko:K01044,ko:K01049,ko:K03927,ko:K15743
file_1_file_1_g355	ko:K09884
file_1_file_1_g356	ko:K01044,ko:K01049,ko:K03927,ko:K15743
file_1_file_1_g357	ko:K01044,ko:K01049,ko:K03927,ko:K15743
file_1_file_1_g358	ko:K09884
file_1_file_1_g359	ko:K08471
file_1_file_2_13566_g	ko:K08471
file_1_file_1_g360	-
file_1_file_1_g365	ko:K01623
file_1_file_1_g366	ko:K01623
file_1_file_1_g367	ko:K01623
file_1_file_1_g370	ko:K10176
file_1_file_1_g373	ko:K10176
file_1_file_1_g374	ko:K10362
file_1_file_1_g375	ko:K10362
file_1_file_1_g376	ko:K10362
file_1_file_1_g377	ko:K11825,ko:K12392
file_1_file_1_g378	ko:K11825,ko:K12392
file_1_file_2_13588_g	ko:K11825,ko:K12392
file_1_file_1_g379	ko:K14972
file_1_file_1_g381	-
file_1_file_1_g382	ko:K03660,ko:K20315
file_1_file_1_g383	ko:K20630
file_1_file_1_g384	ko:K01047
file_1_file_2_13594_g	ko:K01047
file_1_file_1_g385	ko:K17591,ko:K19922
file_1_file_1_g387	-
file_1_file_1_g388	-
file_1_file_1_g389	-
file_1_file_1_g390	ko:K09586
file_1_file_1_g391	ko:K15306
file_1_file_1_g392	-
file_1_file_1_g393	ko:K07876
file_1_file_1_g394	ko:K00275,ko:K05755
file_1_file_2_13605_g	ko:K14016
file_1_file_1_g395	ko:K14016
file_1_file_2_13606_g	ko:K04646
file_1_file_1_g396	ko:K04646
file_1_file_1_g397	ko:K04646
file_1_file_1_g398	ko:K14821
file_1_file_1_g400	-
file_1_file_1_g401	ko:K09228
file_1_file_1_g402	ko:K09228
file_1_file_1_g403	ko:K15362
file_1_file_1_g404	ko:K08752,ko:K08753,ko:K08754,ko:K08756
file_1_file_1_g407	-
file_1_file_1_g408	ko:K10362
file_1_file_1_g409	ko:K10362
file_1_file_1_g410	-
file_1_file_1_g413	ko:K08752,ko:K08753,ko:K08754,ko:K08756,ko:K17289
file_1_file_1_g414	ko:K02183
file_1_file_1_g415	ko:K15637
file_1_file_1_g416	ko:K15001
file_1_file_1_g417	ko:K07427
file_1_file_1_g418	-
file_1_file_1_g419	-
file_1_file_1_g420	-
file_1_file_1_g421	-
file_1_file_1_g422	ko:K01893,ko:K02902
file_1_file_1_g423	ko:K01201
file_1_file_1_g424	ko:K05313
file_1_file_1_g425	ko:K03098
file_1_file_1_g426	-
file_1_file_1_g428	-
file_1_file_1_g429	-
file_1_file_1_g430	ko:K08495
file_1_file_1_g431	-
file_1_file_1_g433	-
file_1_file_1_g434	-
file_1_file_1_g435	-
file_1_file_1_g436	ko:K13118
file_1_file_1_g437	ko:K10249
file_1_file_1_g438	ko:K13703
file_1_file_1_g439	ko:K00505
file_1_file_1_g440	ko:K00505
file_1_file_1_g441	ko:K10418
file_1_file_1_g442	ko:K12890
file_1_file_1_g443	ko:K06127
file_1_file_1_g444	-
file_1_file_1_g445	-
file_1_file_1_g446	ko:K13345
file_1_file_1_g447	-
file_1_file_1_g449	-
file_1_file_1_g450	-
file_1_file_1_g452	-
file_1_file_1_g453	-
file_1_file_1_g455	ko:K11088
file_1_file_1_g456	-
file_1_file_1_g457	ko:K06085,ko:K10769
file_1_file_1_g5627	ko:K13203
file_1_file_1_g5628	ko:K15210
file_1_file_1_g5629	ko:K01365
file_1_file_1_g5630	ko:K14776
file_1_file_1_g5631	ko:K15499,ko:K15500,ko:K15501
file_1_file_1_g5635	ko:K08518
file_1_file_1_g5636	-
file_1_file_1_g5637	-
file_1_file_1_g5639	ko:K00228
file_1_file_1_g5640	ko:K18025
file_1_file_1_g5641	-
file_1_file_1_g5642	ko:K00166,ko:K21439
file_1_file_1_g5643	ko:K00166
file_1_file_1_g5644	ko:K01053
file_1_file_1_g5645	ko:K01053
file_1_file_1_g5647	ko:K07432,ko:K13718
file_1_file_1_g5648	ko:K06643
file_1_file_1_g5649	ko:K06643
file_1_file_1_g5650	ko:K14842
file_1_file_1_g5652	-
file_1_file_1_g5653	-
file_1_file_1_g5654	ko:K14569
file_1_file_1_g5655	ko:K13144
file_1_file_1_g5657	-
file_1_file_1_g5658	-
file_1_file_1_g5659	-
file_1_file_1_g5660	ko:K19525
file_1_file_1_g5662	ko:K19525
file_1_file_1_g5663	ko:K13115
file_1_file_1_g5664	ko:K11807
file_1_file_1_g5665	ko:K11807
file_1_file_1_g5666	-
file_1_file_1_g5667	-
file_1_file_1_g5668	-
file_1_file_1_g5669	ko:K07924,ko:K07925
file_1_file_1_g5671	ko:K10840,ko:K20280
file_1_file_1_g5672	ko:K03960
file_1_file_1_g5673	ko:K02953
file_1_file_1_g5674	ko:K09488
file_1_file_1_g5675	ko:K17541
file_1_file_1_g5676	-
file_1_file_1_g5677	ko:K04510
file_1_file_1_g5678	-
file_1_file_1_g5679	-
file_1_file_2_13735_g	-
file_1_file_1_g5680	-
file_1_file_1_g5681	-
file_1_file_1_g5683	ko:K13144
file_1_file_1_g5684	ko:K19473
file_1_file_1_g5685	ko:K22369
file_1_file_1_g5686	ko:K08460,ko:K08461,ko:K08462
file_1_file_1_g5687	ko:K10402
file_1_file_1_g5688	ko:K12819
file_1_file_1_g5689	ko:K17918
file_1_file_1_g5690	ko:K18438
file_1_file_1_g5691	ko:K15432
file_1_file_1_g5692	ko:K21108
file_1_file_1_g5694	-
file_1_file_1_g5695	ko:K21108
file_1_file_1_g5696	ko:K19371
file_1_file_1_g5697	-
file_1_file_1_g5702	-
file_1_file_1_g5704	-
file_1_file_1_g5705	ko:K16315
file_1_file_1_g5706	-
file_1_file_1_g5708	-
file_1_file_1_g5709	-
file_1_file_1_g5710	-
file_1_file_1_g5711	ko:K00232,ko:K02886
file_1_file_1_g5712	ko:K00232,ko:K02886
file_1_file_1_g5713	ko:K09478
file_1_file_1_g5714	ko:K20193
file_1_file_1_g5715	ko:K20774,ko:K20799
file_1_file_1_g5716	ko:K20774,ko:K20799
file_1_file_1_g5718	-
file_1_file_1_g5719	ko:K01081
file_1_file_1_g5720	ko:K13121
file_1_file_1_g5721	-
file_1_file_1_g5722	ko:K10743
file_1_file_2_13783_g	ko:K10743
file_1_file_1_g5723	ko:K10743
file_1_file_1_g5725	ko:K00139
file_1_file_1_g5726	ko:K15621
file_1_file_1_g5728	ko:K19882
file_1_file_1_g5729	-
file_1_file_1_g5730	ko:K05313
file_1_file_1_g5731	ko:K05313
file_1_file_1_g5734	ko:K05313
file_1_file_1_g5735	ko:K05313
file_1_file_1_g5736	ko:K05313
file_1_file_2_13798_g	-
file_1_file_1_g5737	-
file_1_file_1_g5738	-
file_1_file_1_g5744	ko:K14847
file_1_file_1_g5745	-
file_1_file_1_g5746	ko:K08202
file_1_file_1_g5747	-
file_1_file_1_g5748	ko:K14324
file_1_file_1_g5749	ko:K08202,ko:K08212
file_1_file_1_g5751	ko:K08187,ko:K08231
file_1_file_1_g5752	-
file_1_file_1_g5753	ko:K08187,ko:K08231
file_1_file_1_g5754	-
file_1_file_1_g5755	-
file_1_file_1_g5756	-
file_1_file_1_g5757	ko:K02310
file_1_file_1_g5758	ko:K00019
file_1_file_1_g5762	-
file_1_file_2_13823_g	-
file_1_file_1_g5763	-
file_1_file_1_g5765	-
file_1_file_1_g5766	-
file_1_file_1_g5768	-
file_1_file_1_g5769	-
file_1_file_1_g5774	-
file_1_file_1_g5775	-
file_1_file_2_13835_g	ko:K15720
file_1_file_1_g5776	ko:K15720
file_1_file_1_g5778	ko:K02208
file_1_file_1_g5779	-
file_1_file_1_g5780	-
file_1_file_1_g5781	ko:K09103
file_1_file_1_g5782	ko:K09103
file_1_file_1_g5783	ko:K04358
file_1_file_1_g5785	ko:K14165
file_1_file_1_g5787	ko:K20800
file_1_file_1_g5788	-
file_1_file_1_g5789	ko:K14827
file_1_file_1_g5790	ko:K17338
file_1_file_1_g5792	ko:K15601
file_1_file_1_g5793	ko:K11449,ko:K15601
file_1_file_1_g5794	-
file_1_file_1_g5797	-
file_1_file_1_g5798	-
file_1_file_1_g5801	ko:K02983,ko:K15708
file_1_file_1_g5802	ko:K19177
file_1_file_1_g5803	ko:K13170
file_1_file_1_g5804	-
file_1_file_1_g5805	-
file_1_file_1_g5806	-
file_1_file_1_g5807	ko:K08471
file_1_file_1_g5808	-
file_1_file_1_g5809	ko:K00222,ko:K19532
file_1_file_1_g5810	ko:K00432,ko:K05361
file_1_file_1_g5811	ko:K22068
file_1_file_1_g5812	ko:K22068
file_1_file_1_g5813	-
file_1_file_1_g5814	-
file_1_file_1_g5817	-
file_1_file_1_g5818	ko:K09506
file_1_file_1_g5819	-
file_1_file_1_g5820	-
file_1_file_1_g5821	-
file_1_file_1_g5822	-
file_1_file_1_g5823	-
file_1_file_2_13881_g	-
file_1_file_1_g5824	ko:K03781
file_1_file_1_g5825	ko:K03781
file_1_file_1_g5826	ko:K03781
file_1_file_1_g5827	ko:K03781
file_1_file_1_g5828	ko:K03781
file_1_file_1_g5829	ko:K03781
file_1_file_1_g5830	ko:K03781
file_1_file_1_g5832	ko:K15255
file_1_file_1_g5833	-
file_1_file_1_g5834	-
file_1_file_1_g5835	-
file_1_file_1_g5836	-
file_1_file_1_g5837	-
file_1_file_1_g5838	ko:K01255,ko:K10768,ko:K11142
file_1_file_1_g5839	ko:K10768
file_1_file_1_g5840	-
file_1_file_1_g5841	-
file_1_file_2_13896_g	-
file_1_file_1_g5842	ko:K02259
file_1_file_1_g5843	ko:K07374
file_1_file_1_g5844	-
file_1_file_1_g5845	-
file_1_file_1_g5847	-
file_1_file_1_g5848	ko:K14530
file_1_file_1_g5849	ko:K04565
file_1_file_1_g5851	-
file_1_file_1_g5852	-
file_1_file_1_g5853	-
file_1_file_1_g5854	-
file_1_file_1_g5856	-
file_1_file_1_g5857	ko:K09310
file_1_file_2_13913_g	-
file_1_file_1_g5858	-
file_2_13914_g	-
file_1_file_1_g5859	-
file_1_file_1_g5860	-
file_1_file_1_g5861	-
file_1_file_1_g5862	-
file_1_file_1_g5863	-
file_1_file_1_g5864	ko:K01050
file_1_file_1_g5865	ko:K01050
file_1_file_1_g5866	ko:K01050
file_1_file_1_g5867	ko:K17824
file_1_file_1_g5868	ko:K13122
file_1_file_2_13924_g	ko:K13167,ko:K13191,ko:K15560
file_1_file_1_g5869	ko:K13167,ko:K13191,ko:K15560
file_1_file_1_g5871	ko:K13167,ko:K13191,ko:K15560
file_1_file_1_g5872	ko:K17262
file_1_file_1_g5873	ko:K12862
file_1_file_1_g5874	-
file_1_file_2_13930_g	-
file_1_file_1_g5875	ko:K04912,ko:K04917
file_1_file_1_g5876	ko:K16914
file_1_file_1_g5877	-
file_1_file_1_g5878	-
file_1_file_1_g5879	ko:K02898
file_1_file_1_g5881	ko:K04129,ko:K04131,ko:K04133
file_1_file_1_g5882	ko:K04131
file_1_file_1_g5884	-
file_1_file_1_g5886	-
file_1_file_1_g5887	ko:K04378
file_1_file_1_g5888	ko:K02367
file_1_file_1_g5889	-
file_1_file_1_g5890	-
file_1_file_1_g5891	-
file_1_file_1_g5892	ko:K01436,ko:K14677
file_1_file_2_13953_g	ko:K13049,ko:K14677
file_1_file_1_g5893	-
file_1_file_1_g5894	-
file_1_file_1_g5895	ko:K05313
file_1_file_1_g5896	ko:K14301
file_1_file_1_g5897	ko:K18400
file_1_file_1_g5899	ko:K12792,ko:K16676
file_1_file_1_g5900	ko:K12792,ko:K16676
file_1_file_1_g5901	-
file_1_file_1_g5902	ko:K04409
file_1_file_1_g5903	-
file_1_file_1_g5904	-
file_1_file_1_g5906	-
file_1_file_1_g5907	ko:K08964
file_1_file_1_g5908	-
file_1_file_1_g5910	-
file_1_file_1_g5912	-
file_1_file_1_g5913	ko:K00078
file_1_file_1_g5914	ko:K15075
file_1_file_1_g5915	ko:K17808
file_1_file_1_g5916	ko:K20234
file_1_file_1_g5917	ko:K12620
file_1_file_1_g5919	ko:K20640
file_1_file_1_g5920	ko:K12657
file_1_file_1_g5924	ko:K04153
file_1_file_1_g5926	ko:K15287
file_1_file_1_g5927	ko:K13176
file_1_file_1_g5929	ko:K16860,ko:K18160
file_1_file_1_g5930	ko:K06669
file_1_file_1_g5931	ko:K01052
file_1_file_1_g5932	ko:K01052
file_1_file_1_g5933	-
file_1_file_1_g5934	-
file_1_file_1_g5936	ko:K08059
file_1_file_1_g5937	-
file_1_file_1_g5938	-
file_1_file_1_g5941	ko:K20641
file_1_file_1_g5943	-
file_1_file_1_g5945	-
file_1_file_1_g5946	-
file_1_file_1_g5947	-
file_1_file_1_g5948	-
file_1_file_1_g5949	-
file_1_file_1_g5950	-
file_1_file_1_g5951	-
file_1_file_1_g5952	-
file_1_file_1_g5953	-
file_1_file_1_g5955	-
file_1_file_1_g5956	ko:K18808
file_1_file_1_g5958	ko:K18808
file_1_file_1_g5959	ko:K09667
file_1_file_1_g5960	ko:K16632
file_1_file_1_g5962	-
file_1_file_1_g5963	ko:K00626
file_1_file_1_g5964	ko:K05336
file_1_file_1_g5966	ko:K02084,ko:K03363
file_1_file_1_g5967	ko:K02084
file_1_file_1_g5969	-
file_1_file_1_g5970	-
file_1_file_1_g5973	-
file_1_file_1_g5977	-
file_1_file_1_g5978	ko:K11450
file_1_file_1_g5979	ko:K18808
file_1_file_1_g5981	ko:K11450
file_1_file_2_14046_g	-
file_1_file_1_g5982	-
file_1_file_1_g5983	-
file_1_file_1_g5984	ko:K06013
file_1_file_2_14049_g	-
file_1_file_1_g5985	-
file_1_file_1_g5986	ko:K04373
file_1_file_2_14051_g	ko:K15437
file_1_file_1_g5987	ko:K15437
file_1_file_1_g5988	ko:K11461,ko:K11465
file_1_file_1_g5989	ko:K08202,ko:K08209,ko:K08210
file_1_file_1_g5990	ko:K08202,ko:K08209,ko:K08210
file_1_file_1_g5991	ko:K13513
file_1_file_1_g5992	ko:K04521,ko:K07747
file_1_file_1_g5993	ko:K10756
file_1_file_1_g5994	-
file_1_file_1_g5995	-
file_1_file_1_g5996	-
file_1_file_1_g5998	ko:K01077,ko:K21411
file_1_file_1_g6000	-
file_1_file_1_g6001	ko:K01253,ko:K05361,ko:K10719
file_1_file_1_g6003	ko:K11592
file_1_file_1_g6004	ko:K01253,ko:K05361,ko:K10719
file_1_file_1_g6006	-
file_1_file_1_g6007	-
file_1_file_1_g6008	-
file_1_file_1_g6009	ko:K11592
file_1_file_1_g6010	-
file_1_file_2_14071_g	-
file_1_file_1_g6011	-
file_1_file_1_g6014	-
file_1_file_1_g6015	-
file_1_file_1_g6016	ko:K08657
file_1_file_1_g6017	-
file_1_file_1_g6019	-
file_1_file_1_g6020	ko:K13108
file_1_file_1_g6021	-
file_1_file_1_g6022	ko:K00844,ko:K12407
file_1_file_1_g6024	ko:K07879,ko:K07880,ko:K07881
file_1_file_1_g6025	ko:K05752,ko:K07554
file_1_file_1_g6026	ko:K00254
file_1_file_1_g6028	ko:K02183
file_1_file_1_g6029	ko:K02183
file_1_file_1_g6031	ko:K08202
file_1_file_1_g6032	ko:K08202
file_1_file_2_14097_g	ko:K08202
file_1_file_1_g6033	ko:K08202
file_1_file_1_g6034	ko:K08202
file_1_file_1_g6035	ko:K08202
file_1_file_1_g6036	ko:K08202
file_1_file_1_g6037	ko:K08202
file_1_file_1_g6038	ko:K08202
file_1_file_2_14104_g	ko:K08202
file_1_file_1_g6039	ko:K08202
file_1_file_1_g6040	ko:K08202
file_1_file_1_g6041	ko:K05323,ko:K20007
file_1_file_1_g6042	ko:K05323,ko:K20007
file_1_file_1_g6043	-
file_1_file_1_g6044	ko:K05323,ko:K20007
file_1_file_1_g6045	ko:K08202
file_1_file_1_g6047	ko:K08202
file_1_file_2_14113_g	ko:K08202
file_1_file_1_g6049	ko:K08202
file_1_file_1_g6050	ko:K08202
file_1_file_1_g17873	-
file_1_file_1_g17874	ko:K06497
file_1_file_1_g17875	-
file_1_file_1_g17876	ko:K07532,ko:K12331
file_1_file_1_g17878	ko:K07532,ko:K12331
file_1_file_1_g17880	ko:K07532,ko:K12331
file_1_file_1_g17881	-
